event_type,time_ns
mark,43913
sweep,4657
sweep,3435
sweep,3068
sweep,3177
sweep,3190
sweep,2988
sweep,3042
sweep,3438
mark,15676
sweep,2536
sweep,2024
sweep,1738
sweep,1712
sweep,1896
sweep,1815
sweep,1776
sweep,2130
mark,14061
sweep,2242
sweep,1861
sweep,1786
sweep,1780
sweep,1908
sweep,1863
sweep,1785
sweep,2181
mark,14293
sweep,2119
sweep,1962
sweep,1753
sweep,1721
sweep,1844
sweep,1790
sweep,1750
sweep,1949
mark,12996
sweep,2093
sweep,2141
sweep,1768
sweep,1731
sweep,1869
sweep,1771
sweep,1761
sweep,2106
mark,12700
sweep,2100
sweep,1873
sweep,1731
sweep,1773
sweep,1877
sweep,1795
sweep,1750
sweep,1964
mark,12405
sweep,2165
sweep,1879
sweep,1756
sweep,1759
sweep,1815
sweep,1749
sweep,1739
sweep,2004
mark,12470
sweep,2034
sweep,1871
sweep,1756
sweep,1718
sweep,1904
sweep,1779
sweep,1752
sweep,2352
mark,12893
sweep,2337
sweep,1836
sweep,1773
sweep,1755
sweep,1847
sweep,1996
sweep,1775
sweep,2346
mark,12929
sweep,2151
sweep,1982
sweep,1751
sweep,1764
sweep,1868
sweep,1747
sweep,1762
sweep,2091
mark,12094
sweep,2142
sweep,1886
sweep,1746
sweep,1720
sweep,1814
sweep,1702
sweep,1751
sweep,1950
mark,12522
sweep,2283
sweep,1892
sweep,1745
sweep,1733
sweep,1838
sweep,1802
sweep,1772
sweep,2152
mark,13128
sweep,2156
sweep,1834
sweep,1759
sweep,1700
sweep,1823
sweep,1762
sweep,1769
sweep,2048
mark,12723
sweep,2087
sweep,1895
sweep,1723
sweep,1727
sweep,1778
sweep,1720
sweep,1925
sweep,1960
mark,11695
sweep,2134
sweep,1916
sweep,1768
sweep,1726
sweep,1809
sweep,1719
sweep,1808
sweep,2013
mark,11594
sweep,2100
sweep,1840
sweep,1752
sweep,1822
sweep,1844
sweep,1779
sweep,1767
sweep,2031
mark,11284
sweep,2152
sweep,1826
sweep,1687
sweep,1739
sweep,1843
sweep,1746
sweep,1759
sweep,2100
mark,11856
sweep,2034
sweep,1872
sweep,1743
sweep,1757
sweep,1766
sweep,1729
sweep,1754
sweep,2011
mark,11525
sweep,2129
sweep,1819
sweep,1732
sweep,1754
sweep,1816
sweep,1737
sweep,1784
sweep,2096
mark,11978
sweep,2148
sweep,1874
sweep,1737
sweep,1763
sweep,1836
sweep,1761
sweep,1790
sweep,2035
mark,12479
sweep,2086
sweep,1882
sweep,1778
sweep,1758
sweep,1826
sweep,1731
sweep,1755
