timestamp_us,collection,mark_time_us,sweep_time_us
1538742076700559,0,31,36
1538742076777044,1,18,25
1538742076796149,2,18,25
timestamp_us,collection,mark_time_us,sweep_time_us
1538972021413304,0,24,10
