event_type,time_ns
mark,66724
sweep,3055
sweep,1874
sweep,1805
sweep,1792
sweep,1735
sweep,1795
sweep,1732
sweep,4123
mark,53447
sweep,2372
sweep,1740
sweep,1692
sweep,1774
sweep,1649
sweep,1600
sweep,2720
sweep,3797
mark,24084
sweep,2496
sweep,1801
sweep,1692
sweep,1597
sweep,1671
sweep,1659
sweep,2097
sweep,2531
mark,43008
sweep,2244
sweep,1700
sweep,1695
sweep,1784
sweep,1577
sweep,1605
sweep,1585
sweep,3460
mark,45962
sweep,2370
sweep,1726
sweep,1674
sweep,1650
sweep,1612
sweep,1612
sweep,2486
sweep,3600
mark,42310
sweep,2327
sweep,1739
sweep,1693
sweep,1785
sweep,1630
sweep,1467
sweep,1811
sweep,4942
mark,40728
sweep,2219
sweep,1727
sweep,1816
sweep,1863
sweep,1639
sweep,1511
sweep,2787
sweep,4732
mark,40367
sweep,2435
sweep,1738
sweep,1798
sweep,1862
sweep,1596
sweep,1647
sweep,2177
sweep,5226
mark,41406
sweep,2695
sweep,1736
sweep,1760
sweep,1598
sweep,6984
sweep,1660
sweep,2618
sweep,5129
mark,37633
sweep,2343
sweep,1790
sweep,1807
sweep,1779
sweep,1603
sweep,1559
sweep,1976
sweep,5784
mark,39510
sweep,2289
sweep,1675
sweep,1744
sweep,1633
sweep,1620
sweep,1648
sweep,2557
sweep,5639
mark,77262
sweep,3311
sweep,1707
sweep,1698
sweep,1684
sweep,1608
sweep,1607
sweep,2997
sweep,4075
mark,51952
sweep,3615
sweep,1764
sweep,1664
sweep,1869
sweep,1618
sweep,1552
sweep,2342
sweep,5798
mark,52242
sweep,3257
sweep,3867
sweep,1650
sweep,1616
sweep,1696
sweep,1571
sweep,1718
sweep,2001
mark,59671
sweep,2591
sweep,3308
sweep,3764
sweep,1696
sweep,1658
sweep,1635
sweep,1597
sweep,1822
mark,51328
sweep,2320
sweep,4500
sweep,3405
sweep,1858
sweep,1651
sweep,1665
sweep,1664
sweep,1804
mark,52006
sweep,2156
sweep,2028
sweep,4605
sweep,2647
sweep,1606
sweep,1704
sweep,1762
sweep,1727
mark,51155
sweep,2056
sweep,2666
sweep,4122
sweep,3420
sweep,1793
sweep,1620
sweep,1733
sweep,1884
mark,55404
sweep,2069
sweep,1730
sweep,4334
sweep,4398
sweep,1801
sweep,1677
sweep,1677
sweep,1875
mark,50737
sweep,2189
sweep,1721
sweep,2778
sweep,4450
sweep,2713
sweep,1500
sweep,1671
sweep,1965
mark,51126
sweep,2062
sweep,1921
sweep,1991
sweep,5298
sweep,3489
sweep,1637
sweep,1665
sweep,1934
mark,50797
sweep,2086
sweep,1637
sweep,2017
sweep,5201
sweep,4363
sweep,1811
sweep,1723
sweep,2112
mark,51137
sweep,2104
sweep,1804
sweep,1830
sweep,4773
sweep,4545
sweep,2244
sweep,1586
sweep,1831
mark,50887
sweep,2167
sweep,1740
sweep,1933
sweep,1990
sweep,5080
sweep,3228
sweep,1543
sweep,1820
mark,50781
sweep,2251
sweep,1676
sweep,1728
sweep,2165
sweep,4931
sweep,3999
sweep,1693
sweep,2044
mark,50613
sweep,2304
sweep,1698
sweep,1672
sweep,1719
sweep,4240
sweep,4785
sweep,2210
sweep,1901
mark,49761
sweep,1944
sweep,1819
sweep,1761
sweep,1709
sweep,2487
sweep,5007
sweep,2833
sweep,1945
mark,49402
sweep,2454
sweep,1711
sweep,1639
sweep,1674
sweep,1862
sweep,5489
sweep,3774
sweep,1951
mark,49724
sweep,2245
sweep,1751
sweep,1653
sweep,1643
sweep,1642
sweep,4988
sweep,4526
sweep,2200
mark,49525
sweep,2215
sweep,1740
sweep,1654
sweep,1752
sweep,1601
sweep,2811
sweep,5390
sweep,2947
mark,49263
sweep,2135
sweep,1754
sweep,1772
sweep,1718
sweep,1684
sweep,2247
sweep,5498
sweep,3255
mark,49383
sweep,2409
sweep,1821
sweep,1754
sweep,1573
sweep,1579
sweep,1775
sweep,5694
sweep,4079
mark,47297
sweep,2194
sweep,1767
sweep,2189
sweep,1614
sweep,1581
sweep,1627
sweep,5190
sweep,4768
mark,47917
sweep,2171
sweep,1748
sweep,1839
sweep,1735
sweep,1671
sweep,1650
sweep,2678
sweep,5320
mark,75797
sweep,2891
sweep,1697
sweep,1819
sweep,1713
sweep,1660
sweep,1647
sweep,3475
sweep,4000
mark,50655
sweep,3533
sweep,1702
sweep,1735
sweep,1652
sweep,1581
sweep,1541
sweep,2422
sweep,5221
mark,53156
sweep,3133
sweep,3975
sweep,1789
sweep,1620
sweep,1677
sweep,1560
sweep,1643
sweep,2118
mark,52662
sweep,2350
sweep,2993
sweep,4083
sweep,1814
sweep,1641
sweep,1940
sweep,1637
sweep,1900
mark,51211
