timestamp_ns,collection,mark_time_ns,sweep_time_ns
3721654,0,51919,24637
5318968,1,24447,14117
6884963,2,19517,14538
8433194,3,20940,14117
10051589,4,20589,16441
11603647,5,19797,14478
13153020,6,18405,13796
14710709,7,19166,14257
15574846,8,10069,7585
16402443,9,9388,7394
17237054,10,9288,7645
18074991,11,10290,7324
18906727,12,10119,7895
19739303,13,10110,8005
20570878,14,9579,7464
21400760,15,9258,7434
22240210,16,9889,7604
23077456,17,9157,7384
23914752,18,10029,7754
24760183,19,9247,8697
25606346,20,9538,7504
26459933,21,9277,7575
27297940,22,8987,7274
28136639,23,9979,7895
28977121,24,9528,7685
29819867,25,9258,7494
30668174,26,8957,7875
31502494,27,9749,7434
32338367,28,9128,7644
33170082,29,8426,7144
34007348,30,9188,7895
34837500,31,9579,7955
35667693,32,9618,7705
36496292,33,9207,7665
37325823,34,9097,7585
38158029,35,9007,7565
38986188,36,9858,7254
39814837,37,9007,7465
40640892,38,9548,7314
41470062,39,8827,7554
42302168,40,9398,7484
43134004,41,8506,7354
43963725,42,9258,7193
44793396,43,9178,7644
45622156,44,9087,7675
46456917,45,9528,7194
47292570,46,8676,8036
48125037,47,9117,7705
48960429,48,8897,7675
49796643,49,8476,7204
50631945,50,9558,7935
51469692,51,9478,7895
52306276,52,9869,8025
53140155,53,8737,7354
53983172,54,8747,8045
54813284,55,8847,7444
55641202,56,9158,7304
56470202,57,8386,7414
57298852,58,8836,7164
58136037,59,9569,8025
58964466,60,10009,7785
59800239,61,9058,7464
60634269,62,9268,7384
61468560,63,9638,8045
62311416,64,9208,8055
63144764,65,8817,7575
64060099,66,9708,8567
64960996,67,9588,7695
65801608,68,9137,8386
66634095,69,9207,7084
67469898,70,8847,7624
68310510,71,9768,7715
69156001,72,10009,8086
70008616,73,9418,8206
70864428,74,8977,7394
71717644,75,9518,7645
72570981,76,10219,7785
73427543,77,9348,7454
74288043,78,10240,8366
75145979,79,9217,8536
76000417,80,9388,7624
76858523,81,9217,7434
77714885,82,9067,7414
78565195,83,9749,8035
79414294,84,9989,7784
80262711,85,9297,7505
81121778,86,8907,8155
81973201,87,10049,7604
82821157,88,9077,7865
83663212,89,8306,7334
84509084,90,9549,7775
85354025,91,9919,7995
86205718,92,9899,7775
87044347,93,9197,7805
87884338,94,8877,7594
88723447,95,8837,7384
89561534,96,9739,7244
90402637,97,8897,7555
91234874,98,9468,7584
92069194,99,9197,7695
92973928,100,10811,8416
93817756,101,8978,7544
94653489,102,9128,7294
95487790,103,9588,7825
96323152,104,9137,7785
97155749,105,9268,7203
97999748,106,8716,8647
98827856,107,8757,7524
99659381,108,8616,7695
100486698,109,8456,7103
101317321,110,9097,7685
102155729,111,9568,8256
102991772,112,9659,8095
103826673,113,8697,7324
104661354,114,8637,7795
105496316,115,8887,7283
106340715,116,9548,8186
107180626,117,8827,7474
108018463,118,9228,7234
108858735,119,10019,7915
109701491,120,10550,7945
110545420,121,9077,7494
111385982,122,9067,7645
112224430,123,9508,7715
113065062,124,9608,7464
113905985,125,9388,7644
114746667,126,8827,7544
115580967,127,9368,7634
116416580,128,8716,7955
117249928,129,9117,6974
118091472,130,8947,7755
118929369,131,9558,7725
119768358,132,10070,8075
120608079,133,9318,7724
121448651,134,9047,7184
122292419,135,9428,7495
123134625,136,9678,7564
123979234,137,9158,7464
124820979,138,10169,7915
125670418,139,8967,8506
126514386,140,9549,7544
127362794,141,8987,7434
128205309,142,9108,7404
129049098,143,10129,7945
129901983,144,9438,8246
130751062,145,9177,7695
131608356,146,8977,7835
132456863,147,9398,7394
133308636,148,8857,7745
134160971,149,8406,7574
135013125,150,9258,7654
135858977,151,10811,8085
136711261,152,9889,7865
