event_type,time_ns
mark,48213
sweep,4477
sweep,3208
sweep,3324
sweep,3085
sweep,3089
sweep,3710
sweep,3217
sweep,3908
mark,35112
sweep,3675
sweep,2990
sweep,3017
sweep,3241
sweep,2989
sweep,3101
sweep,3016
sweep,4064
mark,28090
sweep,3675
sweep,3007
sweep,3034
sweep,3024
sweep,3088
sweep,3080
sweep,3251
sweep,3530
mark,28561
sweep,3568
sweep,3017
sweep,2997
sweep,3271
sweep,3058
sweep,2999
sweep,1834
sweep,2215
mark,18933
sweep,2076
sweep,1746
sweep,1733
sweep,1766
sweep,1808
sweep,1866
sweep,2029
sweep,2359
mark,17965
sweep,2068
sweep,1775
sweep,1755
sweep,1741
sweep,1889
sweep,1876
sweep,1741
sweep,2093
mark,17693
sweep,2043
sweep,1806
sweep,1724
sweep,1705
sweep,1773
sweep,2004
sweep,1940
sweep,2388
mark,15204
sweep,2033
sweep,1835
sweep,1730
sweep,1776
sweep,1964
sweep,1942
sweep,1848
sweep,2183
mark,15058
sweep,2117
sweep,1891
sweep,1730
sweep,1745
sweep,1727
sweep,1974
sweep,1858
sweep,2382
mark,14990
sweep,2115
sweep,1826
sweep,1733
sweep,1705
sweep,1744
sweep,2099
sweep,1786
sweep,2149
mark,14233
sweep,2199
sweep,1854
sweep,1901
sweep,1864
sweep,1724
sweep,6609
sweep,1863
sweep,2234
mark,14735
sweep,2299
sweep,1867
sweep,1778
sweep,1716
sweep,1803
sweep,2038
sweep,1928
sweep,2265
mark,14169
sweep,2061
sweep,1868
sweep,1766
sweep,1865
sweep,1769
sweep,1904
sweep,1909
sweep,2182
mark,13457
sweep,2084
sweep,1842
sweep,1740
sweep,1698
sweep,1746
sweep,1878
sweep,2008
sweep,2095
mark,15410
sweep,2049
sweep,1848
sweep,1777
sweep,1720
sweep,1941
sweep,1988
sweep,1824
sweep,2197
mark,13830
sweep,2225
sweep,1889
sweep,1736
sweep,1752
sweep,1719
sweep,2114
sweep,1860
sweep,2268
mark,15472
sweep,2112
sweep,1922
sweep,1776
sweep,1743
sweep,1882
sweep,1960
sweep,1852
sweep,2225
mark,14613
sweep,2105
sweep,1904
sweep,1846
sweep,1716
sweep,1834
sweep,2255
sweep,2216
sweep,2262
mark,16267
sweep,2482
sweep,1913
sweep,1812
sweep,1743
sweep,1748
sweep,2181
sweep,1898
sweep,2429
mark,13917
sweep,2071
sweep,1881
sweep,1854
sweep,1739
sweep,1783
sweep,2045
sweep,2258
sweep,2092
mark,13849
sweep,2092
sweep,1828
sweep,1719
sweep,1705
sweep,1754
sweep,2171
sweep,1910
sweep,2042
mark,13374
sweep,2082
sweep,1989
sweep,1719
sweep,1841
sweep,1789
sweep,1891
sweep,1890
sweep,2525
mark,13324
sweep,2106
sweep,1830
sweep,1736
sweep,1729
sweep,1764
sweep,1870
sweep,2066
sweep,2090
mark,14631
sweep,2079
sweep,2101
sweep,1763
sweep,1901
sweep,1756
sweep,2051
sweep,1836
sweep,2095
mark,13693
sweep,2041
sweep,1870
sweep,1713
sweep,1710
sweep,1741
sweep,1938
sweep,2008
sweep,2040
mark,13654
sweep,2046
sweep,1817
sweep,1766
sweep,1696
sweep,1983
sweep,1921
sweep,1765
sweep,2198
mark,14027
sweep,2123
sweep,1848
sweep,1690
sweep,1717
sweep,1825
sweep,1918
sweep,1793
sweep,2215
mark,14776
sweep,2202
sweep,1994
sweep,1755
sweep,1719
sweep,1841
sweep,1936
sweep,1759
sweep,2128
mark,12788
sweep,2049
sweep,1857
sweep,1912
sweep,1754
sweep,1704
sweep,1956
sweep,1863
sweep,2231
mark,14023
sweep,2108
sweep,1947
sweep,1730
sweep,1743
sweep,1775
sweep,2153
sweep,1803
sweep,2333
mark,13704
sweep,2101
sweep,1878
sweep,1713
sweep,1910
sweep,1804
sweep,1832
sweep,1835
sweep,2168
mark,12679
sweep,2144
sweep,1795
sweep,1745
sweep,1703
sweep,1726
sweep,1845
sweep,1994
sweep,2095
mark,13567
sweep,2072
sweep,1846
sweep,1745
sweep,1912
sweep,1748
sweep,1858
sweep,1863
sweep,2224
mark,14070
sweep,2170
sweep,1815
sweep,1772
sweep,1769
sweep,1773
sweep,1983
sweep,2151
sweep,2022
mark,14354
sweep,2143
sweep,1827
sweep,1746
sweep,1745
sweep,1872
sweep,1934
sweep,1939
sweep,2116
mark,13320
sweep,2124
sweep,1812
sweep,1730
sweep,1761
sweep,1768
sweep,1920
sweep,1854
sweep,2252
mark,15518
sweep,2154
sweep,1818
sweep,1708
sweep,1750
sweep,1864
sweep,1943
sweep,1884
sweep,2523
mark,13310
sweep,2129
sweep,1805
sweep,1724
sweep,1693
sweep,1732
sweep,2016
sweep,1868
sweep,2136
mark,12928
sweep,2110
sweep,1835
sweep,1742
sweep,1774
sweep,1739
sweep,2027
sweep,1837
sweep,1990
mark,12282
sweep,2116
sweep,2048
sweep,1875
sweep,1704
sweep,1739
sweep,1910
sweep,1852
sweep,2298
mark,13611
sweep,2086
sweep,1835
sweep,1721
sweep,1710
sweep,1781
sweep,2124
sweep,1821
sweep,2122
mark,12855
sweep,2089
sweep,1835
sweep,1744
sweep,1794
sweep,1721
sweep,1906
sweep,1816
sweep,2130
mark,14336
sweep,2040
sweep,1852
sweep,1734
sweep,1689
sweep,1733
sweep,1905
sweep,1962
sweep,2140
mark,13611
sweep,2041
sweep,2142
sweep,1750
sweep,1812
sweep,1772
sweep,1925
sweep,1815
sweep,2170
mark,12800
sweep,2046
sweep,1863
sweep,1751
sweep,1743
sweep,1782
sweep,1994
sweep,1985
sweep,1990
mark,13449
sweep,2089
sweep,1889
sweep,1753
sweep,1762
sweep,1871
sweep,1930
sweep,1891
sweep,2114
mark,13246
sweep,2119
sweep,1905
sweep,1710
sweep,1747
sweep,1746
sweep,1958
sweep,1915
sweep,2278
mark,15394
sweep,2074
sweep,1854
sweep,1749
sweep,1709
sweep,1758
sweep,2065
sweep,1863
sweep,1965
mark,13873
sweep,2037
sweep,1866
sweep,1850
sweep,1719
sweep,1807
sweep,1889
sweep,1884
sweep,2199
mark,14851
sweep,2082
sweep,1843
sweep,1726
sweep,1755
sweep,1768
sweep,2103
sweep,1886
sweep,2022
mark,13407
sweep,2080
sweep,1857
sweep,1705
sweep,1984
sweep,1703
sweep,1905
sweep,1799
sweep,2135
mark,13251
sweep,2044
sweep,1935
sweep,1722
sweep,1758
sweep,1711
sweep,1885
sweep,2030
sweep,2029
mark,13532
sweep,2073
sweep,1838
sweep,1775
sweep,1968
sweep,1752
sweep,1884
sweep,1911
sweep,2078
mark,13956
sweep,2057
sweep,1995
sweep,1725
sweep,1710
sweep,1745
sweep,2054
sweep,2034
sweep,1874
mark,13764
sweep,2015
sweep,1849
sweep,1751
sweep,1907
sweep,1863
sweep,1831
sweep,1832
sweep,2047
mark,13103
sweep,2189
sweep,1844
sweep,1750
sweep,1732
sweep,1785
sweep,1915
sweep,1851
sweep,2161
mark,13396
sweep,2060
sweep,1859
sweep,1712
sweep,1741
sweep,1912
sweep,1845
sweep,1816
sweep,2139
mark,13824
sweep,2102
sweep,1846
sweep,1865
sweep,1695
sweep,1725
sweep,1878
sweep,1745
sweep,2276
mark,14207
sweep,2120
sweep,1820
sweep,1723
sweep,1717
sweep,1736
sweep,2006
sweep,1780
sweep,2003
mark,13121
sweep,2057
sweep,1872
sweep,1814
sweep,1703
sweep,1740
sweep,1918
sweep,1858
sweep,2262
mark,13274
sweep,2055
sweep,1783
sweep,1731
sweep,1747
sweep,1747
sweep,2003
sweep,1878
sweep,2198
mark,14034
sweep,2115
sweep,2124
sweep,1761
sweep,2013
sweep,1765
sweep,1905
sweep,1936
sweep,2713
mark,17526
sweep,2390
sweep,2351
sweep,2298
sweep,1857
sweep,1906
sweep,1961
sweep,2082
sweep,2110
mark,14278
sweep,2107
sweep,2041
sweep,1921
sweep,1716
sweep,1940
sweep,1895
sweep,1845
sweep,2336
mark,14633
sweep,2363
sweep,1848
sweep,1796
sweep,1712
sweep,1758
sweep,1933
sweep,1814
sweep,2258
mark,15735
sweep,2291
sweep,1890
sweep,1750
sweep,1751
sweep,1996
sweep,1878
sweep,1796
sweep,2194
mark,13829
sweep,2081
sweep,1847
sweep,1712
sweep,1715
sweep,1758
sweep,1927
sweep,1902
sweep,2210
mark,14819
sweep,2116
sweep,1844
sweep,1734
sweep,1725
sweep,1714
sweep,2044
sweep,1823
sweep,2161
mark,13957
sweep,2033
sweep,1820
sweep,1902
sweep,1785
sweep,1835
sweep,1896
sweep,1865
sweep,2381
mark,15406
sweep,2085
sweep,1865
sweep,1739
sweep,1725
sweep,1778
sweep,2104
sweep,1808
sweep,2009
mark,14011
sweep,2038
sweep,1814
sweep,1709
sweep,1912
sweep,1727
sweep,1912
sweep,1873
sweep,2244
mark,14187
sweep,2015
sweep,1850
sweep,1743
sweep,1731
sweep,1739
sweep,1835
sweep,2113
sweep,2044
mark,28691
sweep,2170
sweep,1905
sweep,1866
sweep,1880
sweep,1764
sweep,1887
sweep,1767
sweep,2011
mark,13638
sweep,2098
sweep,1857
sweep,1713
sweep,1706
sweep,1744
sweep,1906
sweep,1981
sweep,2074
mark,13370
sweep,2057
sweep,1847
sweep,1755
sweep,1769
sweep,1926
sweep,1955
sweep,1777
sweep,2012
mark,13282
sweep,2125
sweep,1852
sweep,1742
sweep,1707
sweep,1729
sweep,1904
sweep,1955
sweep,2318
mark,15030
sweep,2088
sweep,1850
sweep,1787
sweep,1715
sweep,1879
sweep,1879
sweep,1904
sweep,2136
mark,13852
sweep,2072
sweep,1928
sweep,1733
sweep,1758
sweep,1798
sweep,1836
sweep,1915
sweep,2375
mark,14758
sweep,2091
sweep,1925
sweep,1712
sweep,1749
sweep,1740
sweep,2038
sweep,1913
sweep,2057
mark,13484
sweep,2049
sweep,1874
sweep,1749
sweep,1883
sweep,1697
sweep,1801
sweep,1835
sweep,2117
mark,13878
sweep,1994
sweep,1892
sweep,1728
sweep,1733
sweep,1796
sweep,1915
sweep,2126
sweep,2051
mark,14690
sweep,2207
sweep,1953
sweep,1740
sweep,2010
sweep,1715
sweep,1865
sweep,1905
sweep,2144
mark,15595
sweep,2177
sweep,1952
sweep,1701
sweep,1811
sweep,1736
sweep,2077
sweep,2107
sweep,2390
mark,14757
sweep,2049
sweep,1945
sweep,1753
sweep,1687
sweep,1890
sweep,1825
sweep,1815
sweep,2125
mark,13066
sweep,2003
sweep,1850
sweep,1733
sweep,1702
sweep,1752
sweep,1844
sweep,1829
sweep,2175
mark,15330
sweep,2161
sweep,1894
sweep,1714
sweep,1757
sweep,1905
sweep,1816
sweep,1792
sweep,2247
mark,13528
sweep,2100
sweep,1825
sweep,1856
sweep,1700
sweep,1723
sweep,1871
sweep,1861
sweep,2202
mark,14506
sweep,2098
sweep,1880
sweep,1774
sweep,1757
sweep,1732
sweep,1968
sweep,1902
sweep,2143
mark,14032
sweep,2019
sweep,1907
sweep,1942
sweep,1699
sweep,1714
sweep,1920
sweep,1832
sweep,2466
mark,14169
sweep,2076
sweep,1854
sweep,1739
sweep,1705
sweep,1758
sweep,2126
sweep,1792
sweep,2105
mark,13954
sweep,2072
sweep,1956
sweep,1726
sweep,1903
sweep,1776
sweep,2129
sweep,1848
sweep,2260
mark,14794
sweep,2083
sweep,1837
sweep,1714
sweep,1710
sweep,1745
sweep,1860
sweep,2073
sweep,2221
mark,13800
sweep,2037
sweep,1896
sweep,1720
sweep,1798
sweep,1724
sweep,1844
sweep,1769
sweep,2305
mark,13451
sweep,2035
sweep,1905
sweep,1752
sweep,1704
sweep,1734
sweep,1964
sweep,2151
sweep,2073
mark,13666
sweep,2257
sweep,1881
sweep,1769
sweep,1759
sweep,1910
sweep,1834
sweep,1769
sweep,1984
mark,12768
sweep,2089
sweep,1834
sweep,1710
sweep,1723
sweep,1714
sweep,1902
sweep,1860
sweep,2076
mark,14757
sweep,2065
sweep,1840
sweep,1731
sweep,1719
sweep,1747
sweep,1920
sweep,1796
sweep,2494
mark,14275
sweep,2094
sweep,1864
sweep,1921
sweep,1707
sweep,1749
sweep,1861
sweep,1841
sweep,2327
mark,14062
sweep,2113
sweep,1861
sweep,1719
sweep,1751
sweep,1758
sweep,1934
sweep,1944
sweep,2248
mark,13606
sweep,2033
sweep,1861
sweep,1725
sweep,1887
sweep,1758
sweep,1837
sweep,1845
sweep,2193
mark,14790
sweep,2325
sweep,1868
sweep,1753
sweep,1729
sweep,1888
sweep,1804
sweep,2019
sweep,2017
mark,13808
sweep,2064
sweep,1929
sweep,1823
sweep,1911
sweep,1749
sweep,1837
sweep,1914
sweep,2111
mark,14215
sweep,2031
sweep,1836
sweep,1753
sweep,1716
sweep,1760
sweep,1931
sweep,2092
sweep,1967
mark,14772
sweep,2110
sweep,2061
sweep,1750
sweep,1687
sweep,1906
sweep,2036
sweep,1819
sweep,2354
mark,13315
sweep,2071
sweep,1889
sweep,1726
sweep,1725
sweep,1729
sweep,1838
sweep,1881
sweep,2153
mark,14044
sweep,2036
sweep,1832
sweep,1720
sweep,1758
sweep,1990
sweep,1934
sweep,1794
sweep,2091
mark,12787
sweep,2055
sweep,1867
sweep,1797
sweep,1703
sweep,1696
sweep,1807
sweep,1893
sweep,2162
mark,13869
sweep,2076
sweep,1896
sweep,1721
sweep,1806
sweep,1801
sweep,2116
sweep,2114
sweep,2055
mark,13236
sweep,2063
sweep,1884
sweep,1815
sweep,1728
sweep,1758
sweep,1796
sweep,1892
sweep,2110
mark,13041
sweep,2211
sweep,1833
sweep,1700
sweep,1700
sweep,1753
sweep,1990
sweep,1962
sweep,2136
mark,13199
sweep,2119
sweep,1890
sweep,1757
sweep,1893
sweep,1744
sweep,1870
sweep,1941
sweep,2337
mark,12833
sweep,2163
sweep,1847
sweep,1730
sweep,1711
sweep,1733
sweep,1858
sweep,2160
sweep,2123
mark,16117
sweep,2072
sweep,1864
sweep,1712
sweep,1711
sweep,1900
sweep,1844
sweep,1882
sweep,2074
mark,13848
sweep,2090
sweep,1856
sweep,1710
sweep,1720
sweep,1737
sweep,1873
sweep,1913
sweep,2214
mark,14289
sweep,2087
sweep,1866
sweep,1741
sweep,1760
sweep,1870
sweep,1827
sweep,1947
