event_type,time_ns
mark,59768
sweep,6940
sweep,3169
sweep,3428
sweep,3078
sweep,3014
sweep,3251
sweep,1831
sweep,2210
mark,21528
sweep,3357
sweep,1817
sweep,1817
sweep,1727
sweep,1733
sweep,1878
sweep,1814
sweep,2340
mark,33149
sweep,3292
sweep,1855
sweep,1749
sweep,1722
sweep,1701
sweep,1815
sweep,1792
sweep,2110
mark,50422
sweep,3217
sweep,1743
sweep,1745
sweep,1714
sweep,1704
sweep,2024
sweep,2362
sweep,2352
mark,25790
sweep,3266
sweep,1774
sweep,1786
sweep,1715
sweep,1706
sweep,1884
sweep,1802
sweep,2390
mark,18773
sweep,3478
sweep,1788
sweep,1791
sweep,1741
sweep,1731
sweep,1884
sweep,1814
sweep,2136
mark,30577
sweep,3279
sweep,1827
sweep,1726
sweep,1717
sweep,1711
sweep,1856
sweep,1763
sweep,2198
mark,51530
sweep,3148
sweep,1852
sweep,1671
sweep,1692
sweep,1762
sweep,1924
sweep,1768
sweep,2336
mark,43052
sweep,3216
sweep,1804
sweep,1740
sweep,1758
sweep,1738
sweep,1857
sweep,2350
sweep,2219
mark,16596
sweep,3216
sweep,1722
sweep,1788
sweep,1696
sweep,1711
sweep,1975
sweep,1765
sweep,2075
mark,26233
sweep,3222
sweep,1750
sweep,1780
sweep,1751
sweep,1751
sweep,1950
sweep,1806
sweep,2479
mark,24256
sweep,3521
sweep,1869
sweep,1854
sweep,1712
sweep,1734
sweep,1892
sweep,1781
sweep,2277
mark,34482
sweep,3266
sweep,1827
sweep,1964
sweep,1737
sweep,1736
sweep,1952
sweep,2080
sweep,2612
mark,21476
sweep,3296
sweep,1794
sweep,1787
sweep,1723
sweep,1742
sweep,2030
sweep,1740
sweep,2107
mark,22525
sweep,3301
sweep,1862
sweep,1840
sweep,1731
sweep,1734
sweep,1958
sweep,1721
sweep,2158
mark,25119
sweep,3212
sweep,1789
sweep,1925
sweep,1774
sweep,1755
sweep,1944
sweep,1729
sweep,2235
mark,23485
sweep,3247
sweep,1787
sweep,1790
sweep,1730
sweep,1698
sweep,1737
sweep,1699
sweep,2087
mark,32520
sweep,3237
sweep,1785
sweep,1791
sweep,1733
sweep,1745
sweep,1928
sweep,1730
sweep,2338
mark,21358
sweep,3295
sweep,1755
sweep,1781
sweep,1739
sweep,1667
sweep,1930
sweep,1734
sweep,2116
mark,21884
sweep,3392
sweep,1846
sweep,1835
sweep,1757
sweep,1749
sweep,2186
sweep,1748
sweep,2060
mark,24898
sweep,3322
sweep,1772
sweep,1813
sweep,1728
sweep,1764
sweep,1945
sweep,1761
sweep,2135
mark,22893
sweep,3084
sweep,1797
sweep,1870
sweep,1745
sweep,1726
sweep,1863
sweep,1780
sweep,2125
mark,32137
sweep,3219
