event_type,time_ns
mark,29238
sweep,3046
sweep,2082
sweep,1906
sweep,1952
sweep,1829
sweep,2040
sweep,1856
sweep,2277
mark,19007
sweep,2279
sweep,1914
sweep,1792
sweep,2103
sweep,2017
sweep,2020
sweep,2242
sweep,2777
mark,19276
sweep,2449
sweep,2094
sweep,2136
sweep,2328
sweep,2162
sweep,2117
sweep,2165
sweep,2284
mark,17841
sweep,2213
sweep,1983
sweep,1937
sweep,2240
sweep,2092
sweep,2114
sweep,1993
sweep,2369
mark,16750
sweep,2211
sweep,1944
sweep,1830
sweep,2159
sweep,2048
sweep,2092
sweep,2103
sweep,2551
mark,16716
sweep,2176
sweep,1941
sweep,1785
sweep,2043
sweep,2013
sweep,2044
sweep,2026
sweep,2133
mark,17249
sweep,2174
sweep,2091
sweep,1905
sweep,2101
sweep,2107
sweep,1937
sweep,1890
sweep,2233
mark,17217
sweep,2105
sweep,1740
sweep,1759
sweep,2061
sweep,1999
sweep,2042
sweep,1958
sweep,2387
mark,18094
sweep,2124
sweep,1998
sweep,1792
