event_type,time_ns
mark,29221
sweep,3576
sweep,2051
sweep,1794
sweep,2100
sweep,1976
sweep,2089
sweep,2067
sweep,2043
mark,15777
sweep,2204
sweep,1974
sweep,1873
sweep,2239
sweep,2064
sweep,2336
sweep,2105
sweep,2205
mark,14805
sweep,2099
sweep,1943
sweep,1788
sweep,2215
sweep,2239
sweep,2196
sweep,2045
sweep,2127
mark,14299
sweep,2074
sweep,2020
sweep,1777
sweep,2272
sweep,2018
sweep,2021
sweep,2042
sweep,2108
mark,14408
sweep,2335
sweep,1904
sweep,1886
sweep,2208
sweep,2104
sweep,1954
sweep,2041
sweep,2105
mark,14428
sweep,1921
sweep,2185
sweep,1777
sweep,2218
sweep,2452
sweep,1998
sweep,2328
sweep,2033
mark,14464
sweep,2073
sweep,1953
sweep,1804
sweep,2476
sweep,2144
sweep,2022
sweep,2225
sweep,1893
mark,14492
sweep,1954
sweep,1936
sweep,1859
sweep,2205
sweep,2101
sweep,1900
sweep,2249
sweep,1908
mark,14793
sweep,2198
sweep,1958
sweep,1836
sweep,2154
sweep,2175
sweep,1872
sweep,2214
sweep,2090
mark,14293
sweep,1899
sweep,1927
sweep,1845
sweep,2077
sweep,2140
sweep,1906
sweep,2189
sweep,1904
mark,13469
sweep,1997
sweep,1983
sweep,1837
sweep,2035
sweep,2113
sweep,1960
sweep,2167
sweep,2089
mark,17080
sweep,2291
sweep,1851
sweep,1841
sweep,2316
sweep,2268
sweep,2288
sweep,2003
sweep,2018
mark,14054
sweep,1994
sweep,1832
sweep,1929
sweep,2072
sweep,2129
sweep,2194
sweep,2026
sweep,1997
mark,14143
sweep,1908
sweep,1879
sweep,1804
sweep,2107
sweep,2089
sweep,2182
sweep,1989
sweep,2031
mark,13828
sweep,1982
sweep,1855
sweep,1999
sweep,2123
sweep,2082
sweep,2061
sweep,2228
sweep,1998
mark,14213
sweep,1978
sweep,1814
sweep,1806
sweep,2096
sweep,2352
sweep,2173
sweep,2098
sweep,1931
mark,13453
sweep,2024
sweep,1824
sweep,1840
sweep,2057
sweep,2167
sweep,2015
sweep,2031
sweep,1918
mark,13427
sweep,2021
sweep,1857
sweep,2028
sweep,2118
sweep,2187
sweep,1967
sweep,2068
sweep,2024
mark,13281
sweep,1971
sweep,1958
sweep,1863
sweep,2149
sweep,2113
sweep,2057
sweep,2017
sweep,1861
mark,13729
sweep,1987
sweep,1881
sweep,1914
sweep,1998
sweep,2143
sweep,1961
sweep,2018
sweep,1994
mark,13746
sweep,1969
sweep,1989
sweep,1811
sweep,2064
sweep,2278
sweep,1949
sweep,2013
sweep,2060
mark,16978
sweep,1979
sweep,1969
sweep,1826
sweep,2204
sweep,2395
sweep,2008
sweep,2050
sweep,1993
mark,13762
sweep,1984
sweep,2084
sweep,1811
sweep,2318
sweep,2091
sweep,1936
sweep,2043
sweep,2026
mark,13663
sweep,1905
sweep,1937
sweep,1808
sweep,2181
sweep,2415
sweep,1918
sweep,2188
sweep,2606
mark,15601
sweep,2161
sweep,2246
sweep,2178
sweep,2777
sweep,2648
sweep,2240
sweep,2172
sweep,2086
mark,14161
sweep,1980
sweep,2003
sweep,1867
sweep,2164
sweep,2290
sweep,2178
sweep,2010
sweep,1980
mark,13700
sweep,1983
sweep,1898
sweep,1825
sweep,2441
sweep,2107
sweep,2119
sweep,2039
sweep,1987
mark,13688
sweep,1944
sweep,2015
sweep,1896
sweep,2219
sweep,2104
sweep,1975
sweep,2057
sweep,2044
mark,13881
sweep,1971
sweep,2003
sweep,1865
sweep,2258
sweep,2104
sweep,1999
sweep,2130
sweep,2007
mark,13678
sweep,1901
sweep,1998
sweep,1922
sweep,2114
sweep,2067
sweep,1975
sweep,1993
sweep,2088
mark,13765
sweep,1907
sweep,2175
sweep,1880
sweep,2089
sweep,2103
sweep,2468
sweep,3310
sweep,5057
mark,25742
sweep,4692
sweep,4206
sweep,3579
sweep,3670
sweep,4028
sweep,3434
sweep,2928
sweep,3249
mark,18046
sweep,2205
sweep,2188
sweep,1960
sweep,2644
sweep,2339
sweep,2405
sweep,2045
sweep,2203
mark,14028
sweep,2027
sweep,1991
sweep,1863
sweep,2210
sweep,2319
sweep,2221
sweep,1996
sweep,1966
mark,13306
sweep,2045
sweep,1935
sweep,1849
sweep,2246
sweep,2090
sweep,2101
sweep,2048
sweep,2045
mark,13878
sweep,2211
sweep,1873
sweep,1926
sweep,2286
sweep,2102
sweep,2062
sweep,2104
sweep,2047
mark,13248
sweep,1994
sweep,1944
sweep,1842
sweep,2170
sweep,1979
sweep,2038
sweep,2060
sweep,1904
mark,13751
sweep,2075
sweep,2004
sweep,1881
sweep,2183
sweep,1987
sweep,1987
sweep,2028
sweep,1945
mark,13461
sweep,2038
sweep,1987
sweep,1812
