timestamp_ns,collection,mark_time_ns,sweep_time_ns
9756436,0,59454,29075
15403760,1,30688,8116
19346614,2,29547,8155
23289529,3,30929,9028
27345830,4,26641,8045
31389227,5,24967,8076
35381756,6,36330,7965
39348907,7,11643,7504
43344433,8,26220,7945
47340629,9,27182,8145
51296529,10,28925,8175
55305650,11,17293,9007
59331884,12,14117,7494
63410388,13,42971,8907
67282307,14,35217,8206
71217537,15,28294,8426
75229304,16,16942,7845
79279042,17,27583,7684
83322158,18,25308,8086
87393828,19,36680,8296
91434780,20,12063,7524
95493075,21,26911,8025
99561930,22,27833,8155
103530614,23,28715,8135
107560394,24,16231,8106
111610244,25,14507,7575
115748541,26,23545,12183
119741551,27,42862,8436
123745463,28,19106,7755
127812093,29,32873,7945
131782200,30,21852,8045
135851045,31,15309,7805
139983972,32,24928,7724
143978666,33,15599,7725
148121401,34,12514,7575
152211387,35,20619,7765
156301191,36,33464,7995
160297438,37,22212,8376
164327319,38,15239,8156
168452061,39,25058,7704
172452756,40,15640,7815
176676596,41,12494,7625
180758135,42,19287,7745
184853811,43,20710,7735
188936703,44,20449,7765
193020396,45,33695,8015
197004961,46,21671,7885
201041163,47,15129,7785
205179090,48,25198,7755
209195004,49,15069,7774
213345064,50,12754,8336
217503479,51,21141,8396
221587143,52,20559,7725
225700934,53,20188,7825
229841095,54,34055,8135
233972850,55,47630,24627
238132618,56,37692,21330
242402446,57,58561,15330
246590688,58,41860,25989
250834356,59,37241,20099
254994806,60,45426,19007
259181145,61,44424,18085
263546505,62,46037,19708
267786206,63,68100,21891
271966594,64,61797,20229
276222004,65,40117,22062
280557076,66,86084,22043
284800123,67,41700,21851
289158029,68,38704,22753
293442926,69,49665,23314
297732992,70,47481,23755
301933007,71,45207,20669
306133563,72,76336,22553
310235962,73,58201,20139
314376324,74,39184,21441
318698432,75,38613,9458
322766826,76,31780,23716
327076630,77,15720,8536
331452931,78,28144,12844
335857295,79,40137,19267
340155007,80,23454,8456
344409896,81,34546,8135
348550327,82,22243,8105
352769809,83,16241,8607
357095223,84,26511,8306
361263648,85,17043,8997
365563554,86,12484,8246
369786773,87,20860,8376
374014210,88,20670,8306
378144743,89,20639,7755
382282690,90,33964,8066
386318191,91,22052,8085
390412294,92,14658,7855
394570529,93,24998,7735
398594709,94,15510,7795
402753826,95,11702,7645
406811790,96,19568,7754
410882048,97,20570,7754
414970020,98,20309,7755
419056328,99,33684,7936
423117368,100,22623,8256
427152639,101,15109,7775
431258294,102,24597,7735
435240254,103,15068,7785
439356779,104,12033,7625
443412219,105,19888,7774
447615710,106,20760,7995
451713150,107,20318,7805
455823895,108,33283,8135
459841803,109,21271,8055
463918243,110,14678,8666
468081177,111,24887,7715
472104124,112,15690,7805
476256478,113,11582,7625
480339610,114,19187,7775
484433874,115,20038,7745
488503019,116,19758,7705
492592904,117,33424,8075
496589091,118,21180,7995
500651513,119,15009,7815
504817984,120,24627,7745
508837015,121,15490,7775
512987766,122,11703,7654
517058194,123,19537,7735
521137780,124,20348,8296
525226813,125,20319,7744
529323741,126,33514,8066
533316772,127,21481,7985
537486659,128,15079,7895
541642710,129,24828,7725
