event_type,time_ns
mark,28091
sweep,2610
sweep,1032
sweep,969
sweep,989
sweep,1083
sweep,1173
sweep,972
sweep,1025
sweep,977
sweep,945
sweep,906
sweep,1108
sweep,1143
sweep,923
sweep,913
sweep,1200
mark,18202
sweep,1479
sweep,841
sweep,967
sweep,906
sweep,1044
sweep,1084
sweep,913
sweep,1063
sweep,958
sweep,931
sweep,913
sweep,1060
sweep,1199
sweep,890
sweep,907
sweep,1314
mark,16775
sweep,1248
sweep,839
sweep,1095
sweep,906
sweep,934
sweep,1091
sweep,912
sweep,1017
sweep,895
sweep,960
sweep,887
sweep,1040
sweep,1150
sweep,969
sweep,868
sweep,1164
mark,16624
sweep,1258
sweep,907
sweep,983
sweep,910
sweep,897
sweep,1072
sweep,952
sweep,1026
sweep,860
sweep,919
sweep,951
sweep,1142
sweep,1094
sweep,916
sweep,982
sweep,1167
mark,16266
sweep,1246
sweep,824
sweep,1047
sweep,937
sweep,934
sweep,1096
sweep,993
sweep,1009
sweep,883
sweep,982
sweep,939
sweep,1130
sweep,1271
sweep,903
sweep,955
sweep,1119
mark,17333
sweep,1217
sweep,843
sweep,1065
sweep,1054
sweep,958
sweep,1068
sweep,909
sweep,1040
sweep,882
sweep,951
sweep,895
sweep,1218
sweep,1145
sweep,894
sweep,952
sweep,1252
mark,17578
sweep,1361
sweep,840
sweep,974
sweep,1017
sweep,900
sweep,1342
sweep,880
sweep,1000
sweep,945
sweep,947
sweep,921
sweep,1163
sweep,1271
sweep,891
sweep,904
sweep,1223
mark,16815
sweep,1328
sweep,835
sweep,966
sweep,899
sweep,933
sweep,1056
sweep,895
sweep,992
sweep,929
sweep,889
sweep,882
sweep,1168
sweep,1158
sweep,904
sweep,868
sweep,1222
mark,16607
sweep,1203
sweep,840
sweep,1006
sweep,953
sweep,904
sweep,1118
sweep,894
sweep,966
sweep,885
sweep,902
sweep,902
sweep,1122
sweep,1131
sweep,922
sweep,885
sweep,1160
mark,15604
sweep,1216
sweep,906
sweep,982
sweep,889
sweep,910
sweep,1098
sweep,937
sweep,973
sweep,927
sweep,971
sweep,962
sweep,1169
sweep,1167
sweep,874
sweep,934
sweep,1241
mark,16019
sweep,1177
sweep,833
sweep,1204
sweep,950
sweep,931
sweep,1075
sweep,915
sweep,1005
sweep,901
sweep,882
sweep,939
sweep,1199
sweep,1222
sweep,880
sweep,930
sweep,1129
mark,17498
sweep,1353
sweep,843
sweep,976
sweep,930
sweep,873
sweep,1085
sweep,894
sweep,968
sweep,878
sweep,889
sweep,951
sweep,1210
sweep,1173
sweep,930
sweep,1110
sweep,1111
mark,16359
sweep,1354
sweep,857
sweep,968
sweep,980
sweep,921
sweep,1102
sweep,922
sweep,932
sweep,924
sweep,902
sweep,870
sweep,1125
sweep,1195
sweep,921
sweep,1155
sweep,1239
mark,16153
sweep,1300
sweep,843
sweep,977
sweep,893
sweep,955
sweep,1092
sweep,871
sweep,945
sweep,1001
sweep,871
sweep,903
sweep,1218
sweep,1242
sweep,879
sweep,895
sweep,1167
mark,17349
sweep,1269
sweep,855
sweep,1066
sweep,1181
sweep,1168
sweep,1259
sweep,1077
